purchase_id,customer_id,purchase_date,purchase_value,channel,region,payment_method,campaign_group
974,CUST0139,2025-02-01,81.73,In-Store,west,PayPal,
690,CUST0106,2021/12/12,125.15,In-Store,South,Debit Card,
2721,CUST0368,05 Apr 2021,114.4, Online,East,PayPal,
1346,CUST0183,2022-01-25,102.39,Online,WEST ,Debit Card,
3516,CUST0468,17 Sep 2021,93.46,IN-STORE,West,Credit Card,
1713,CUST0227,24 Jul 2026,176.54,ONLINE,North,Credit Card,
503,CUST0081,2025-07-28,95.2, In-Store,East,Debit Card,
2095,CUST0288,10 Mar 2024,77.22,Online,north,Debit Card,
1232,CUST0172,08 May 2024,177.78,IN-STORE,South,Cash,
1452,CUST0195,17 Mar 2023,127.48,Online,West,Debit Card,
1279,CUST0178,05/20/2023,164.24,Online,North,Cash,
2144,CUST0293,07/30/2023,101.73,Online,North,Credit Card,
1949,CUST0267,2023/08/08,92.27,In-Store,East,Cash,
1810,CUST0238,2022/08/11,87.83,Online,North,Credit Card,
622,CUST0096,2023-10-12,165.81,Online,West,Credit Card,
2971,CUST0397,06 May 2022,100.49,In-Store,North,Credit Card,
35,CUST0006,06/20/2023,78.74,In-Store,north,PayPal,
2854,CUST0384,2023-12-01,127.12,in-store,West,PayPal,
2588,CUST0354,2024-01-25,115.11,Online,East,Debit Card,
2563,CUST0352,20-09-2025,154.64,IN-STORE,East,Credit Card,
2099,CUST0288,2025/08/30,120.36,in-store, North,PayPal,
1031,CUST0147,27 Jul 2023,141.88,Online,East,Credit Card,
656,CUST0100,2024/12/19,126.66,ONLINE,South,Debit Card,
1249,CUST0174,08-06-2025,176.66,Online,South,Debit Card,
1374,CUST0186,27-03-2022,$173.44,In-Store,NORTH,PayPal,
2741,CUST0369,2024/10/12,181.44,In-Store,south,Debit Card,
3424,CUST0457,07-01-2024,163.49,Online,North,PayPal,
1087,CUST0153 ,02-08-2025,132.25,In-Store,West,Cash,
2036,CUST0277,27 Sep 2023,156.3, Online,South,Credit Card,
1747,CUST0230,07/23/2024,164.68,ONLINE,North,Debit Card,
1018,CUST0146,23-03-2021,137.29,Instore,SOUTH,Cash,
2229,CUST0308,10-07-2026,139.38,Online,East,PayPal,
1702,CUST0226,2025/10/25,34.63,In-Store,North,Credit Card,
2565,CUST0352,12 Jul 2025,130.54,Online,East,Debit Card,
2796,CUST0377,05 Mar 2025,74.4,In-Store,East,Debit Card,
525,CUST0084,21-02-2025,90.68,Online,East,PayPal,
3427,CUST0458,21-12-2025,159.1,ONLINE,east,Debit Card,
3179,CUST0426,15-08-2025,99.6,,North,Debit Card,
1569,CUST0209,2025-06-21,126.68,In-Store,East,PayPal,
221,CUST0034,2024/09/17,136.65,Online,East,Credit Card,
1081,CUST0152,21-01-2026,181.24,In-Store,South,Credit Card,
2140,CUST0293,08-05-2024,113.57,In-Store,NORTH,PayPal,
2913,CUST0390,26 Mar 2024,109.11,In-Store,North,Credit Card,
208,CUST0033,05-03-2024,149.88,Online,West,Debit Card,
2256,CUST0311,2024/05/01,104.34, Online,West,PayPal,
697,CUST0106,2025-02-20,125.76,In-Store,,Debit Card,
1527,CUST0206,01 Mar 2026,194.34,Online,North,PayPal,B
1421,CUST0191,2025-02-25,151.03,Instore,West,Debit Card,
2791,CUST0377 ,02-11-2025,163.81,In-Store,east,Cash,
3341,CUST0444,30 Jun 2022,108.02,In-Store,East,Debit Card,
2719,CUST0368,18 Oct 2023,130.16,In-Store,East,Debit Card,
815,CUST0117,2022/12/15,119.71,Online,South,PayPal,
89,CUST0012,19-04-2026,130.33, Online,south,Credit Card,
2161,CUST0296,31-03-2026,197.8,Online,West,Credit Card,
3382,CUST0453,2022/03/21,36.04,In-Store,East,Debit Card,
3504,CUST0466,2023/02/18,147.95,online,North,Debit Card,
398,CUST0065,2022/03/14,-90.69,In-Store,east,Credit Card,
2437,CUST0335,2025/10/05,104.23,Online,East,Debit Card,
1502,CUST0201,05-03-2025,124.23,In-Store,South,Debit Card,
1234,CUST0172,06 Nov 2024,88.72,Online,South,Credit Card,
474,CUST0076,25-05-2022,110.19,In-Store,South,Debit Card,
1841,CUST0242,02/11/2025,101.9,ONLINE,South,Credit Card,
2883,CUST0387,10-11-2022,123.83,In-Store,south,Debit Card,
703,CUST0106,2023-10-16,50.97, In-Store,SOUTH,Debit Card,
1358,CUST0184,2022/02/03,93.09,in-store,South,Credit Card,
2311,CUST0318,06 Jul 2024,70.89,Online,East,Credit Card,
2723,CUST0368,08/18/2022,119.42,Online,East,Cash,
1865,CUST0250,02-04-2025,,In-Store,north,PayPal,
2775,CUST0375,22 Feb 2026,$136.16,In-Store,south,Debit Card,B
1398,CUST0187,2022/01/07,81.07,In-Store,East,Credit Card,
857,cust0126,16 Apr 2024,139.16,Online,East,Cash,
3149,CUST0422,2025-12-13,128.14, Online,West,Credit Card,
2189,CUST0301,2025-12-04,80.08,In-Store,South,Debit Card,
2430,CUST0334,2022-10-06,147.84,online,South,Debit Card,
3102,CUST0416,2024/04/23,114.62,Online,North,Debit Card,
506,CUST0081,02/21/2026,158.09,Instore,East,Credit Card,B
2015,CUST0276,19 Jul 2020,103.64,Online,West,PayPal,
1383,CUST0186,31-08-2022,188.42,Online ,North,Credit Card,
1061,CUST0150,21 Jan 2022,87.67,online,East,Credit Card,
1333,CUST0183,2025-06-26,146.73, In-Store,West,Credit Card,
1674,CUST0223,2026/02/20,189.41,Online,East,Credit Card,B
1494,CUST0200,08 May 2025,164.52,Online,East,Cash,
515,CUST0083,06/17/2025,162.21,IN-STORE,North,Credit Card,
3069,CUST0412,13-10-2024,156.23,Online,North,Debit Card,
795,CUST0115,2025-02-24,131.39,In-Store,West,PayPal,
3216,CUST0430,2025-04-30,210.58,Online,South,Credit Card,
2122,CUST0290,2021/10/21,93.48,In-Store,East,Credit Card,
987,CUST0141,2026-02-02,166.53,Online,West,PayPal,B
2383,CUST0329,20-04-2026,74.67,Online,east,Debit Card,A
2847,CUST0384,2020/10/18,173.96,In-Store,West,Debit Card,
2040,CUST0278,2023/04/01,99.11,In-Store,north,PayPal,
500,CUST0080,2025-11-24,175.14,,West,Credit Card,
2317,CUST0320,18 Feb 2025,129.94,Online,South,Credit Card,
1776,CUST0235,2024/12/24,88.46,In-Store,North,Credit Card,
3203,CUST0429,10/19/2025,175.02,Online,South,Debit Card,
1271,CUST0177,2025-09-04,160.3,Instore,South,Cash,
1280,CUST0178,21 Nov 2022,102.42, In-Store,North,Credit Card,
2554,CUST0351,2026-05-14,163.13,In-Store,East,Cash,
2970,CUST0397,05-02-2023,83.06,In-Store,North,Credit Card,
1955,CUST0267,23-11-2025,152.59,In-Store,East,Credit Card,
383,CUST0061,2025/11/17,81.09,In-Store,North,Debit Card,
2846,CUST0384,2023/10/19,162.19,In-Store,WEST ,Credit Card,
3381,CUST0453,2026/06/04,134.22,In-Store, East,Debit Card,
3480,CUST0464,2023-06-23,94.89,Online,NORTH,,
3445,CUST0460,04/19/2026,145.07,Instore, East,Credit Card,B
1636,CUST0219,03 Apr 2026,99.41,online,East,Credit Card,A
948,CUST0135,03 Jun 2026,27.76,Online,North,Credit Card,
3317,CUST0442,25 Jul 2025,114.57,Online,South,PayPal,
3347,CUST0444,06/18/2024,209.93,In-Store,East,PayPal,
875,CUST0129,29 Jul 2026,-147.54,Online,West,PayPal,
1321,CUST0181,05-05-2025,$190.65,Online,west,PayPal,
2712,CUST0366,12-08-2021,79.43,In-Store,West,PayPal,
2832,CUST0382,2024-07-02,179.53,Online,South,PayPal,
1268,CUST0176,15 Mar 2026,182.55,Online,East,PayPal,B
2183,CUST0298,26-08-2024,155.25,Online,East,Debit Card,
2030,CUST0277,04 Jul 2025,43.22,In-Store,South,Credit Card,
2508,CUST0343,01 Aug 2025,177.08,online,South,Debit Card,
3440,CUST0459,03/06/2024,113.43,Online,west,Debit Card,
3023,CUST0406,20 Nov 2023,102.57,In-Store,North,Credit Card,
1983,CUST0273,07/24/2026,40.53, In-Store,South,Debit Card,
620,CUST0096,04/01/2025,$26.77,in-store,West,PayPal,
2537,CUST0349,09/30/2023,131.32, In-Store,South,Credit Card,
3226,CUST0431,03/25/2024,63.28,In-Store,North,Credit Card,
785,CUST0115,01/31/2024,180.01,Instore,West,Credit Card,
1139,CUST0160,2021/12/17,83.5,Online,North,Credit Card,
673,CUST0102,2024/11/21,128.77,In-Store,West,Credit Card,
1420,CUST0190,16 May 2026,201.58,Online,NORTH,Debit Card,
1930,CUST0264,13 Jun 2026,97.7,Online,South,Debit Card,
970,CUST0137,2026-02-17,151.85,In-Store, East,Debit Card,
1444,CUST0195,01/15/2024,$160.99,Online,West,Credit Card,
2233,CUST0308,06/09/2026,,Online,East,Debit Card,
595,CUST0094,2023/04/18,157.01,Online,North,Debit Card,
1950,CUST0267,2025/02/11,167.12,Online,East,Credit Card,
2993,CUST0402,08 Mar 2026,118.75,Online,South,Credit Card,
3073,CUST0412,10 Jul 2026,145.38,In-Store,North,Credit Card,
1870,CUST0251,17 May 2026,161.11,In-Store,South,PayPal,
866,CUST0127,11 Aug 2024,115.94,Online,South,Debit Card,
2378,CUST0327,23-11-2022,59.06,In-Store,North,PayPal,
2201,CUST0303,10/12/2022,92.81,In-Store,South,Debit Card,
929,CUST0133,08/14/2023,123.07,Online,north,Debit Card,
3253,CUST0438,02/14/2025,177.2,Online,south,PayPal,
1792,CUST0237,04/13/2022,138.64,In-Store,North,Credit Card,
2647,CUST0362,31 May 2024,120.53,In-Store,South,Debit Card,
261,CUST0041,13-08-2025,191.29,online,West,Credit Card,
3263,CUST0438,2024-11-20,109.83,Online,South,Credit Card,
1382,CUST0186,12/15/2021,83.94,Online,North,Credit Card,
2402,CUST0332,28 Apr 2023,90.9,In-Store, North,Credit Card,
2641,CUST0361,28-08-2024,, Online,West,PayPal,
314,CUST0049,20 May 2025,62.19,Online,West,PayPal,
1423,CUST0191,2024-12-15,132.7,IN-STORE,West,Debit Card,
3496,CUST0465,2023/01/11,128.74,Online ,north,Debit Card,
3045,CUST0408,04-01-2025,117.47,Online,South,Debit Card,
301,CUST0048,15-05-2026,143.82,online,East,Credit Card,
708,CUST0107,2025-02-28,169.22,Online ,South,Credit Card,
346,CUST0055,2024/03/23,122.24, Online,,Credit Card,
3322,CUST0442,06/05/2023,126.65,ONLINE,south,PayPal,
793,CUST0115,28 Nov 2024,112.03,IN-STORE,West,Debit Card,
3578,CUST0478,26 May 2026,161.81,in-store,east,Debit Card,
3488,CUST0465,2024-12-23,122.47,In-Store,North,Debit Card,
1922,CUST0260,07/08/2026,138.88,In-Store,SOUTH,Credit Card,
1310,CUST0181,11 Sep 2023,127.2,Online,West,Credit Card,
1364,CUST0185,12-03-2024,122.32,Online,West,PayPal,
1204,CUST0170,2025/11/12,93.69,In-Store,East,Debit Card,
2352, CUST0324,14-04-2025,111.16,Online,south,PayPal,
572,CUST0092,28-04-2022,149.64,Online,West,Debit Card,
2864,CUST0385,2024-07-10,171.12,In-Store,west,Credit Card,
3497,CUST0466,2026-07-21,,online,NORTH,PayPal,
216,CUST0034,2025-05-08,2159.52,Online,East,Credit Card,
1075,CUST0151,2023/06/09,146.51,online,East,Credit Card,
655,CUST0100,19 Jan 2025,112.38,Online,south,Debit Card,
1435,CUST0194,2024/05/26,74.26, In-Store,South,Credit Card,
1002,CUST0145,11 Jun 2026,221.79,Online,South,Credit Card,
2162,CUST0296,03/15/2025,149.51,Online,West,Cash,
170,CUST0027,09/10/2023,168.56,Online,east,PayPal,
870,CUST0129,27-07-2024,136.48,Online,West,Credit Card,
1142,CUST0160,2025-06-28,123.88,ONLINE,North,Debit Card,
353,CUST0056,2026-03-11,73.13,In-Store,South,PayPal,A
2879,CUST0387,2024-10-21,121.08,In-Store,south,Credit Card,
157,CUST0024,2024-07-05,142.44,Online,West,Credit Card,
1560,CUST0209,2023/11/03,78.35,Online ,east,PayPal,
600,CUST0095,2022/08/22,158.17,Online,South,PayPal,
2241,CUST0309,22-07-2025,168.03,Online,East,Debit Card,
1685,CUST0224,2025-02-12,159.24,IN-STORE,North,Credit Card,
3426,CUST0458,08-12-2025,110.43,IN-STORE,East,Debit Card,
2534,CUST0348,2025-07-07,167.52,Online,West,Debit Card,
1590,CUST0214,15-10-2023,64.15,Online,North,PayPal,
570,CUST0092,31-01-2024,142.76,Online,West,PayPal,
2447,CUST0336,2025/07/08,119.75,Online, North,Credit Card,
21,CUST0004,15 Sep 2021,138.26,ONLINE,North,PayPal,
877,CUST0129,19-03-2024,106.95,In-Store,West,Debit Card,
3068,CUST0411,06-12-2021,175.03,In-Store,North,PayPal,
2798,CUST0378,2025-06-12,147.35,Online,East,PayPal,
2321,CUST0321,05/03/2024,84.13,In-Store,West,PayPal,
2141,CUST0293,2026/05/08,129.76, Online,North,Debit Card,
1881,CUST0252,2024-09-09,173.15,In-Store,WEST ,Cash,
1143,CUST0160,2024/11/23,58.13,Online,North,Credit Card,
2113,CUST0289,2025/05/11,152.34,Online,WEST ,Credit Card,
3278,CUST0440,2023-02-08,163.73,in-store,North,Credit Card,
3132,CUST0420,09 Nov 2023,104.5,Online,South,PayPal,
3598,CUST0479,2024/03/09,74.78, In-Store,East,Debit Card,
1281,CUST0178,14 Nov 2025,150.07,In-Store,North,Credit Card,
3046,CUST0408,11-10-2023,72.45,In-Store,SOUTH,Debit Card,
1966,CUST0268,04/02/2025,125.0,Instore,East,Credit Card,
1749,CUST0230,2023-04-04,123.61,Online, North,Debit Card,
2369,CUST0326,05/16/2026,79.23,Online,West,Debit Card,
812,CUST0117,2022-10-05,62.49,In-Store,SOUTH,PayPal,
1820,CUST0239,2026/07/30,112.63,in-store,West,Debit Card,
3060,CUST0410,19-12-2025,126.6,Online,East,PayPal,
431,CUST0069,24-07-2026,125.37,Online,East,PayPal,
3000,CUST0404,2026/03/25,97.1,In-Store,North,Debit Card,A
3431,CUST0459,17-08-2024,$99.94,Online,west,PayPal,
1146,CUST0160,31-08-2022,117.04, In-Store,North,Cash,
2045,CUST0278,2021/07/06,115.92,In-Store,North,Debit Card,
2990,CUST0402,29 Oct 2025,132.28,Online,SOUTH,Debit Card,
2326,CUST0322,2024/03/17,98.35,Online,West,Credit Card,
2830,CUST0382,05/29/2025,177.74,Online,south,Debit Card,
3119,CUST0418,2023/05/29,80.1,Online,SOUTH,PayPal,
159,CUST0025,2025/06/02,107.04,online,South,PayPal,
562,CUST0089,2026-01-05,178.6,In-Store,North,Credit Card,
891,CUST0130,2021/10/01,58.5,Online,North,Debit Card,
933,CUST0133,2024-03-26,98.76,Online,North,Credit Card,
3315,CUST0442,12/01/2025,63.34,Online,South,Credit Card,
1071,CUST0151,21 Jun 2023,76.14,In-Store,East,Debit Card,
2386,CUST0330,06-02-2026,131.4,IN-STORE,north,Credit Card,A
725,CUST0108,2025/05/25,,IN-STORE,West,PayPal,
574,CUST0092,07/05/2025,146.83,online,West,PayPal,
1317,CUST0181,21 Jul 2025,123.72,Online,West,PayPal,
3360,CUST0446,08/18/2025,165.23,In-Store,East,PayPal,
2341,CUST0323,2025-04-08,143.51,Online,North,Debit Card,
349,CUST0055,02/20/2021,161.77,Online,South,Credit Card,
1415,CUST0190,25-03-2026,151.48,Online,north,Credit Card,B
68,CUST0009,2024-11-02,-127.65,Online,North,Credit Card,
3460,CUST0461 ,2023-02-03,122.93,In-Store,South,Debit Card,
2692, CUST0365,11/30/2020,100.88,Online,South,Debit Card,
32,CUST0006,07/26/2026,194.9,Online,north,Credit Card,
1051,CUST0149,2025-06-12,$145.93,In-Store,south,,
2564,cust0352,02/08/2023,114.61,Online ,East,PayPal,
2858,CUST0384,13-05-2022,89.37,In-Store,West,Debit Card,
2690,CUST0365 ,2025-11-28,88.6,In-Store,SOUTH,Cash,
568,CUST0091,2025/09/07,96.61,In-Store,east,Debit Card,
3348,CUST0444,2026-01-17,128.81,In-Store,East,Credit Card,
2053,CUST0279,17-01-2024,209.16,Online,North,Cash,
909,CUST0131,2022-01-29,120.57,In-Store,East,Credit Card,
610,CUST0095,2022/07/06,116.46,Online,South,Credit Card,
1258,CUST0175,30 Jun 2024,161.48,In-Store,North,Credit Card,
2318,CUST0320,2025/03/04,142.81,Online,South,PayPal,
3520,CUST0469,08/19/2025,127.29, Online,South,Credit Card,
2958,CUST0395,11 Jun 2026,65.79,Online,South,Credit Card,
537,CUST0085,10/29/2022,155.16,Online,West,Credit Card,
2170,CUST0297,12 Nov 2024,111.51,Online,North,Cash,
3492,CUST0465,2023-06-16,71.25,In-Store,North,Credit Card,
781,CUST0114,11/07/2023,71.06,In-Store,East,Credit Card,
3055,CUST0409,18 Dec 2024,114.82,Instore,North,Debit Card,
1643,CUST0220,2025-03-21,230.94,Online,SOUTH,PayPal,
1408,CUST0188,24 Oct 2025,101.1,In-Store,West,Debit Card,
108,CUST0017,18 May 2023,182.77,Online,SOUTH,PayPal,
2353,CUST0324,10/28/2025,93.3,IN-STORE,South,Debit Card,
117,CUST0018,19-06-2024,162.01,In-Store,West,Credit Card,
1938,CUST0265,04/09/2025,122.96,In-Store,South,Debit Card,
2102,CUST0288,2025-12-29,165.84,Online,North,Credit Card,
1757,CUST0232,02/10/2025,158.66,,WEST ,Debit Card,
3392,CUST0454,24 Aug 2025,95.83,Online,North,PayPal,
548,CUST0086,2023-07-20,141.74, Online,WEST ,Debit Card,
1277,CUST0177,2024-11-27,110.23,In-Store,South,Credit Card,
3021,CUST0406,2025/04/14,196.48,Online,North,Debit Card,
2552,CUST0351,2026-05-03,$73.11,Instore,east,PayPal,
596,CUST0094,09/24/2024,87.35,In-Store,North,Debit Card,
3461,CUST0461,21 Jul 2023,73.72,In-Store,South,Credit Card,
1675,CUST0223,2023-02-27,61.43,In-Store,east,,
2889,CUST0387,02 May 2024,137.12,Online,South,Credit Card,
2072,CUST0283,2025/07/12,105.12,Online,North,PayPal,
1719,CUST0227,09/03/2025,87.5,Online,North,Credit Card,
3446,CUST0460,01-08-2023,69.6,In-Store,East,Debit Card,
2451,CUST0337,11/19/2024,80.42,In-Store,SOUTH,Cash,
3323,CUST0443,2026-04-30,$105.20,Online,East,Debit Card,
2952,CUST0394,12-01-2025,131.47,In-Store,North,Debit Card,
3326,CUST0443 ,02-03-2025,75.8,in-store,East,Credit Card,
107,CUST0016,2025/10/04,149.15,Online,North,Credit Card,
2023,CUST0276,02/10/2024,106.74,Online,west,Cash,
3227,CUST0431,07/19/2026,146.38,ONLINE, North,PayPal,
2718,CUST0368,04/09/2022,158.95,ONLINE,East,PayPal,
1065,CUST0150,17-04-2022,59.69,In-Store,East,Cash,
1709,CUST0227,2026-03-29,155.72,Online,North,Debit Card,A
340,CUST0055,12/27/2021,N/A,In-Store,South,PayPal,
2047,CUST0278,2023-09-11,96.16,In-Store,North,Credit Card,
1000,CUST0145,11/19/2024,140.95,Online,South,Credit Card,
2601,CUST0356,2022/05/01,84.2,Instore,East,PayPal,
2678,CUST0365,04/16/2024,135.39,In-Store,South,PayPal,
3551,CUST0474,2023/01/02,118.43,Online,East,Credit Card,
3565,CUST0476,2026/05/10,99.96,,East,Credit Card,
1928,CUST0264,2026-02-24,175.53,Online,South,Cash,B
1980,CUST0272,2026-03-15,190.8, In-Store,east,Cash,B
3610,CUST0480,2025-12-20,171.13,Online,East,PayPal,
1166,CUST0164,21-02-2026,134.19,ONLINE,North,Credit Card,B
2419,CUST0333,2023-02-17,59.88,Online,East,Credit Card,
3214,CUST0430,2024-11-06,180.78,Online,South,Credit Card,
1093,CUST0155,2024/08/06,133.48,Instore,West,Credit Card,
1679,CUST0223,2026/06/07,127.05,Online,East,Debit Card,
1218,CUST0171,2022-06-21,$142.33,Online,North,Cash,
1923,cust0261,15-08-2025,80.74,In-Store,east,Debit Card,
855,CUST0126,11/13/2025,120.48,Online,East,Credit Card,
237,CUST0037,10-04-2024,114.85,IN-STORE,East,Debit Card,
369,CUST0057,2024-03-04,105.72,In-Store,South,Debit Card,
3079,CUST0413,2022/07/22,88.32,In-Store,South,Debit Card,
634,CUST0097,2026/07/30,142.36,Online,North,Cash,
2906,CUST0389,07/03/2025,115.45,online,west,PayPal,
105,CUST0016,2026-02-20,83.93,In-Store,North,Credit Card,
971,CUST0137,19 Jul 2026,177.86, In-Store,East,Debit Card,
757,CUST0111,11-07-2024,164.08,Online,North,Debit Card,
1477,CUST0198,15 Jun 2024,112.37,Online,west,PayPal,
2930,CUST0392,12-08-2024,101.27,Online,South,Credit Card,
907,CUST0131,2023/02/23,70.83,In-Store,East,Credit Card,
1761,CUST0233,29-12-2025,82.28,Online,SOUTH,PayPal,
908,CUST0131,2025-06-14,83.34,In-Store, East,Debit Card,
58,CUST0008,08-01-2023,99.28,Instore,East,Cash,
2684,CUST0365,2022-07-13,107.09,In-Store,South,Debit Card,
489,CUST0078,2023/12/05,159.87,Online, East,Cash,
1148,CUST0161,20 Mar 2026,167.98,In-Store, East,Debit Card,B
883,CUST0130,14-08-2021,148.24, In-Store,North,Cash,
702,CUST0106,2021/07/07,131.82,In-Store,South,Credit Card,
3485,CUST0465,2023-11-19,86.83,Instore,North,Credit Card,
1493,CUST0200,15 Dec 2023,,In-Store,East,Credit Card,
3282,CUST0440,2023-08-18,90.35,In-Store,North,Credit Card,
1912,CUST0259,2024/07/18,167.13,In-Store,South,Debit Card,
2496,CUST0342,01 Mar 2026,125.23,In-Store,north,PayPal,
1609,CUST0217,2024-04-03,178.78,Online,west,Debit Card,
195,CUST0030,06/27/2023,204.5,ONLINE,South,Cash,
894,CUST0130,2023-11-29,,online,North,Credit Card,
2462,CUST0338,17-08-2025,177.96,In-Store,North,Credit Card,
2238,CUST0309,05 Jun 2026,132.32,Online,East,Cash,
226,CUST0035,01/19/2025,138.71,Online,East,Credit Card,
2401,CUST0332,03/03/2021,57.78, Online, North,Debit Card,
803,CUST0117,12 Mar 2021,62.25,Online,south,Cash,
1652,CUST0221 ,30 Dec 2025,$227.20,Online,East,Debit Card,
1811,CUST0238,2024/12/18,172.49,Online,North,Credit Card,
62,CUST0008,14-04-2022,98.5,Online,East,Cash,
1448,CUST0195,2023-05-20,114.5,Online,West,Cash,
3378,CUST0452,12/05/2025,130.24,Online,South,Debit Card,
1194,CUST0167,05/30/2023,86.75,In-Store,North,Credit Card,
3361,CUST0446,02/17/2025,unknown,Online,East,Cash,
2744,CUST0369,05/02/2023,80.66,ONLINE,SOUTH,Cash,
1336,CUST0183,06-12-2023,89.29,ONLINE,West,Debit Card,
493,CUST0079,2023-10-20,167.83,Online,North,PayPal,
2886,CUST0387,2021/12/06,61.44,In-Store,SOUTH,PayPal,
3593,CUST0479,10/05/2023,136.74,Online,East,,
1450,CUST0195 ,2026-05-22,199.72,online,west,Credit Card,
1127,CUST0159,29-04-2024,,IN-STORE,North,PayPal,
713,CUST0108,2023/02/07,109.61,In-Store,West,Cash,
2296,CUST0316,22 Jul 2024,94.81,IN-STORE,South,Credit Card,
1952,CUST0267,07-06-2024,112.38,In-Store,East,Debit Card,
3232,CUST0432,05/01/2025,88.28,In-Store,West,PayPal,
1703,CUST0226,07/26/2025,203.23,In-Store,North,Credit Card,
2682,CUST0365,2025-06-12,143.84,In-Store,South,Debit Card,
1608,CUST0217,04 Jun 2023,68.79,In-Store,West,Debit Card,
1349,CUST0184,11/03/2025,76.76,In-Store,South,Credit Card,
1368,CUST0185,2025/11/17,205.96,online,West,Credit Card,
710,CUST0107,03 May 2023,101.52,in-store,South,Credit Card,
2376,CUST0327,2022-11-18,124.96,in-store,North,Credit Card,
2281,CUST0314,2026-04-20,158.72,Online,East,Debit Card,
1042,CUST0149,2023-09-02,90.45,Online ,South,PayPal,
1323,CUST0181,07/17/2023,142.28,Online,West,PayPal,
481,CUST0076,15 Nov 2025,116.33,In-Store,South,Credit Card,
2519,CUST0347,02/22/2023,135.48,Online,East,Debit Card,
2115,CUST0289,30-05-2026,148.03,ONLINE,West,PayPal,
2075,CUST0284,03/01/2025,94.97,In-Store,North,PayPal,
2817,CUST0381,2024-06-20,48.95,Online,East,Credit Card,
2579,CUST0354,2026/03/29,181.59,Online,East,Debit Card,B
3606,CUST0480,2024/09/24,131.24,In-Store,East,PayPal,
2575,CUST0353,2023-06-12,$209.24,online,West,PayPal,
457,CUST0075,01/06/2025,144.95,Online,North,Debit Card,
1019,CUST0147,04/18/2024,150.32,Online,East,Credit Card,
862,CUST0127,29 Nov 2024,155.38,IN-STORE,South,Cash,
2068,CUST0283,2025/10/08,174.98,online,North,PayPal,
760, CUST0111,2024/02/28,124.11,Online,North,PayPal,
1237,CUST0173,04/02/2024,41.0,IN-STORE,North,Cash,
2489,CUST0341,14 Apr 2022,123.54, Online,North,Debit Card,
2120,CUST0290,2024-12-09,93.79,Online,East,Credit Card,
799,CUST0116,2025-11-02,78.42,In-Store,south,Cash,
2580,CUST0354,12-06-2023,55.78,In-Store,East,Credit Card,
686,CUST0104,28 Oct 2024,118.88,Online,south,Debit Card,
1340,CUST0183,21-01-2022,118.61, Online,West,PayPal,
1489,CUST0200,21 Nov 2021,136.84, Online,East,Credit Card,
2081,CUST0287,2023-06-13,42.58,Online,west,Cash,
1915,CUST0259,09/17/2024,113.77,In-Store,South,PayPal,
2706,CUST0366,04/12/2022,132.05,ONLINE,West,PayPal,
146,CUST0022,17-02-2025,11.99,in-store,South,Credit Card,
3505,CUST0466,12/23/2022,86.26,Online,North,Credit Card,
2735,CUST0368,20 Jul 2020,,online,East,Credit Card,
1417,CUST0190,2026/06/05,122.42,Online,North,PayPal,
121,CUST0018,2024-09-16,120.81,In-Store,WEST ,Debit Card,
1714,CUST0227,12/22/2024,107.09,Online,North,Credit Card,
2377,CUST0327,02/04/2026,$144.61,In-Store,North,Credit Card,B
3479,CUST0464,02/07/2025,-89.59,In-Store,North,Credit Card,
539,CUST0085,07 Feb 2024,113.8,Online ,West,PayPal,
517,CUST0083,2026/07/03,164.67,In-Store,north,Cash,
1034,CUST0148,2025/08/02,38.62,Instore,West,Credit Card,
2400,CUST0332,17 Feb 2023,91.61,In-Store,North,Cash,
943,CUST0134,2025-10-31,98.17,Instore,East,PayPal,
2612,CUST0357,2025/12/10,143.85,In-Store,South,Cash,
2251,CUST0311,05/25/2025,77.48,In-Store,West,Cash,
1313,CUST0181,07/08/2022,136.37,Online,West,PayPal,
96,CUST0014,03 Dec 2024,135.02,Online,North,Debit Card,
1681,CUST0224,,147.03,,North,Credit Card,
1406,CUST0188,2025/10/17,174.6, In-Store,West,Credit Card,
868,CUST0128 ,09/30/2025,90.71, In-Store,East,Credit Card,
2434,CUST0334,2025/07/10,133.43,Online,South,Credit Card,
2435,CUST0334,01/17/2025,151.74,,South,PayPal,
1010,CUST0146,2023/10/01,108.92,In-Store,South,Credit Card,
1064,CUST0150,19 Sep 2021,102.87,Online,East,Debit Card,
731,CUST0109,26 Feb 2026,220.45,In-Store,East,Credit Card,A
3178,CUST0426,2024-08-21,184.53,Online,North,Credit Card,
290,CUST0046,2026/03/04,175.2,Instore,South,Credit Card,B
1147,CUST0161,07 Feb 2023,103.1, In-Store,East,Credit Card,
529,CUST0084,2025/02/26,114.43,Instore,East,Credit Card,
594,CUST0094,2025-12-29,133.53,ONLINE,North,Debit Card,
3345,CUST0444,12/13/2021,115.91,in-store,East,Debit Card,
411,CUST0066,02 Nov 2023,122.59,Online,south,Credit Card,
1469,CUST0197,31-05-2025,197.02,In-Store,,Debit Card,
3284,CUST0440,15-03-2025,180.79,In-Store,North,Debit Card,
2787,CUST0377,2024-01-17,89.4,IN-STORE, East,PayPal,
2963,CUST0395,2024-11-07,166.67,In-Store,South,Credit Card,
972,CUST0138,2026/07/19,168.08,Online,South,Credit Card,
626,CUST0097,2024/06/20,155.88,Online,North,Cash,
447,CUST0072,03 Feb 2024,51.32,In-Store,East,PayPal,
